instance,bestMakespan,avgMakespan,solution
in14_115.dat,5607,5608.35,"0,2,4,3,1,18,12,10,23,24,33,29,5,15,6,38,37,36,7,14,44,27,19,40,32,22,31,42,20,41,49,34,16,28,9,35,13,11,43,30,48,17,47,8,39,45,21,26,46,25,"
in14_116.dat,6045,6046.75,"4,5,9,2,14,8,7,25,28,31,12,21,11,16,23,1,24,30,42,36,0,22,47,17,32,29,37,27,10,40,39,18,45,6,43,20,49,13,34,35,15,41,38,26,33,3,48,46,44,19,"
in14_117.dat,5734,5736.6,"1,2,0,5,7,10,18,15,25,6,24,8,16,26,31,36,14,43,9,23,12,29,3,19,11,13,40,22,47,21,44,42,41,35,28,34,37,27,32,45,30,38,39,46,4,20,49,17,33,48,"
in14_118.dat,5282,5284.85,"1,2,8,5,12,10,15,18,9,0,16,22,30,31,6,23,46,11,3,38,27,21,40,20,49,32,28,39,19,17,41,14,43,44,13,4,34,47,25,45,24,48,26,33,29,42,37,36,35,7,"
in14_119.dat,5890,5890.7,"0,1,3,4,8,5,2,15,16,14,6,34,33,23,19,24,17,11,29,20,45,46,41,26,7,48,22,39,38,18,28,47,37,31,25,32,30,49,21,36,12,27,35,10,44,9,13,40,43,42,"
in14_120.dat,6001,6002,"0,1,5,4,10,9,8,11,3,24,14,6,21,26,31,7,32,22,36,20,13,38,49,42,16,18,25,23,39,46,28,47,19,15,40,34,48,41,44,2,29,30,43,45,37,27,12,33,35,17,"
in18_061.dat,9169,9172.2,"6,8,4,3,0,11,7,1,13,14,19,5,15,18,16,21,12,2,23,24,22,25,26,27,29,28,30,9,31,17,32,34,10,33,36,38,37,40,43,45,39,20,42,35,48,47,44,41,46,49,"
in18_062.dat,8959,8959,"0,2,6,3,7,10,9,12,15,13,17,19,8,18,21,23,11,24,20,25,27,28,29,30,26,31,14,32,33,34,35,22,36,37,38,1,39,40,16,42,41,5,43,45,46,4,44,48,49,47,"
in18_063.dat,8907,8907,"0,2,4,5,3,6,8,11,9,7,16,18,10,12,17,19,24,25,13,20,15,14,28,31,30,27,29,35,34,26,21,38,33,36,23,37,39,41,40,1,42,44,32,46,45,43,47,48,22,49,"
in18_064.dat,9248,9248,"9,5,12,16,2,15,8,21,10,0,7,24,14,26,19,28,11,17,27,6,25,30,29,18,20,31,23,34,37,22,33,1,32,41,35,4,42,36,40,44,43,39,38,13,46,45,47,49,3,48,"
in18_065.dat,8913,8913,"1,2,0,3,5,6,7,9,4,8,12,10,13,11,16,15,17,14,19,18,22,21,23,24,25,20,27,28,29,31,30,33,32,26,34,37,36,35,38,39,42,40,41,44,45,43,48,46,47,49,"
in18_066.dat,9209,9210.45,"5,3,0,1,4,6,9,8,11,7,12,14,13,15,17,20,16,21,24,23,26,27,22,18,19,28,30,31,10,33,32,35,34,37,38,2,40,39,42,44,41,36,47,46,25,45,48,43,29,49,"
in18_067.dat,9245,9245,"0,2,8,1,7,12,14,9,3,15,13,6,5,20,10,4,21,19,22,25,24,23,26,27,17,18,16,30,29,32,31,28,34,36,37,35,41,38,33,40,39,43,42,47,11,49,48,45,44,46,"
in18_068.dat,9626,9626,"1,0,3,7,8,10,2,12,13,11,14,15,4,19,17,16,23,24,21,18,25,26,20,22,27,31,32,33,28,34,35,30,38,39,29,41,40,42,43,36,44,37,45,46,5,9,48,6,49,47,"
in18_069.dat,9309,9311.25,"0,10,1,9,3,11,18,4,12,20,6,2,19,22,8,16,29,26,28,27,7,30,25,32,31,24,33,5,14,13,36,35,34,38,21,40,39,42,44,41,37,43,45,47,15,48,17,46,23,49,"
in18_070.dat,9556,9556,"0,8,6,14,13,3,15,18,7,19,11,16,5,10,2,21,22,1,4,17,24,23,26,27,29,30,32,31,34,33,35,38,36,37,25,39,40,20,43,9,44,12,46,41,49,47,28,45,42,48,"
in18_071.dat,9088,9090.5,"11,3,12,8,1,21,2,15,17,6,5,18,16,25,20,24,29,30,22,4,19,26,27,31,32,10,7,23,36,37,34,13,14,39,38,40,28,42,9,43,35,41,44,45,0,46,33,47,49,48,"
in18_072.dat,8654,8657.05,"1,5,10,6,7,4,9,12,0,15,3,16,14,13,18,19,21,22,23,27,26,8,24,17,28,31,33,30,32,35,36,34,38,40,39,37,20,42,41,29,2,44,25,45,43,46,11,49,48,47,"
in18_073.dat,9064,9064,"1,0,5,4,3,8,13,6,11,15,9,19,18,20,16,17,14,22,21,10,23,7,24,26,12,28,29,25,30,34,31,35,32,33,36,27,38,37,41,43,2,40,39,46,45,44,47,42,48,49,"
in18_074.dat,9188,9188,"3,5,4,6,1,16,15,11,12,19,2,7,13,21,0,10,25,26,17,29,9,14,23,27,32,31,22,35,33,20,18,38,28,34,36,39,37,42,40,44,43,41,46,45,30,47,24,49,8,48,"
in18_075.dat,9226,9235.75,"0,1,3,7,5,11,4,14,15,12,22,24,20,16,25,10,13,27,23,8,28,31,6,19,34,33,18,37,30,29,36,38,39,40,32,41,17,26,42,43,2,44,21,45,9,46,35,48,47,49,"
in18_076.dat,8989,8989,"1,2,0,4,5,8,3,10,7,6,9,11,12,13,15,14,18,16,19,17,20,21,22,23,25,26,24,27,28,29,30,32,31,34,37,38,36,40,39,41,35,43,46,44,33,42,47,45,48,49,"
in18_077.dat,8651,8651,"2,1,5,4,10,6,12,0,14,16,13,18,8,19,15,21,9,23,17,26,31,35,3,33,7,30,28,42,43,29,38,32,11,39,34,37,41,40,36,45,44,46,22,24,20,27,47,48,25,49,"
in18_078.dat,9107,9107,"4,6,15,9,7,12,0,10,14,13,19,1,17,5,23,28,2,3,22,30,29,27,31,24,32,21,16,33,11,26,37,40,34,35,39,44,25,42,38,18,46,36,45,41,47,48,20,43,8,49,"
in18_079.dat,9347,9347,"1,4,7,8,0,6,10,12,2,9,13,11,16,17,3,14,19,23,15,20,5,27,21,26,25,28,22,33,24,32,35,30,31,34,36,37,38,18,39,40,41,43,29,46,44,48,45,49,47,42,"
in18_080.dat,9078,9078,"0,2,3,5,4,6,7,1,9,11,13,8,10,14,12,15,17,19,18,24,22,28,30,16,20,29,36,33,27,31,34,39,26,35,38,32,23,44,25,43,37,40,41,45,42,46,47,21,48,49,"
in18_081.dat,5736,5738,"2,1,5,0,8,9,7,6,11,12,13,15,18,21,3,22,19,14,25,27,26,30,23,16,10,35,29,41,24,20,34,37,44,43,28,32,48,31,45,17,42,33,36,4,38,49,46,39,40,47,"
in18_082.dat,6348,6354.7,"0,1,2,3,4,9,10,11,8,6,20,21,17,24,14,19,23,18,28,12,26,29,31,15,36,7,13,34,27,46,42,25,37,43,39,33,35,44,22,45,38,47,40,16,30,48,49,5,32,41,"
in18_083.dat,5619,5635.8,"1,3,4,0,8,6,2,13,15,10,20,16,12,19,27,17,5,28,9,21,26,22,11,18,14,35,33,23,24,7,30,39,29,37,32,45,25,38,40,41,49,46,34,42,48,36,47,44,43,31,"
in18_084.dat,6106,6121.1,"2,0,10,1,8,12,15,18,3,19,16,20,17,7,22,26,9,29,14,11,31,23,27,28,33,32,40,25,30,39,45,21,37,4,48,44,43,36,47,46,34,13,6,35,38,49,24,42,41,5,"
in18_085.dat,6562,6562.7,"1,0,4,7,10,6,5,13,3,2,11,21,8,22,20,12,18,24,19,27,14,25,34,31,15,28,9,38,29,32,33,16,46,36,40,37,49,43,23,45,44,30,17,42,39,26,48,35,41,47,"
in18_086.dat,6217,6223.4,"0,1,3,7,5,6,12,4,13,2,11,16,9,21,17,20,29,30,23,24,31,27,18,32,33,10,37,35,36,19,43,46,49,39,40,42,41,14,45,48,8,47,44,26,15,22,28,38,25,34,"
in18_087.dat,6103,6103,"0,1,6,7,8,13,9,4,19,20,15,5,12,11,23,18,28,14,22,21,25,35,10,29,27,36,40,24,41,26,34,17,2,30,32,49,48,33,16,46,39,45,31,37,42,44,43,47,3,38,"
in18_088.dat,6222,6230.35,"0,2,4,8,3,5,7,20,13,19,12,15,9,6,22,23,25,1,24,32,31,35,33,16,34,21,40,26,38,43,27,41,36,29,44,42,48,10,49,11,30,37,45,14,18,46,28,39,17,47,"
in18_089.dat,6116,6155.5,"3,5,2,4,0,1,8,7,10,6,13,12,17,21,11,9,15,14,22,26,28,31,19,25,16,30,32,29,37,34,40,18,33,36,24,48,20,35,47,23,42,27,49,45,46,38,39,41,44,43,"
in18_090.dat,6347,6348.55,"0,1,4,3,2,5,8,9,10,11,7,18,16,12,20,21,27,26,6,23,25,22,30,17,29,24,15,31,34,32,41,40,37,35,42,33,49,28,46,14,13,48,19,45,47,39,36,38,44,43,"
in18_091.dat,6135,6140.2,"1,0,2,4,3,6,9,8,10,11,14,5,12,13,15,16,20,22,21,18,7,25,19,17,29,27,26,32,31,23,39,33,42,35,40,45,48,37,43,36,46,41,34,28,38,30,44,24,49,47,"
in18_092.dat,6087,6088.75,"1,2,3,4,6,0,5,9,8,10,20,16,21,11,23,22,12,15,27,14,33,34,17,41,43,7,31,24,19,42,29,45,25,39,28,37,38,47,44,48,36,26,49,40,13,32,18,35,46,30,"
in18_093.dat,6216,6217.5,"0,3,4,1,11,2,5,14,12,7,13,10,9,22,17,19,6,21,25,15,28,31,29,8,34,36,35,32,38,27,37,26,30,33,39,23,44,20,40,42,45,43,24,16,49,41,48,18,46,47,"
in18_094.dat,5742,5769.9,"0,3,1,4,7,8,9,10,11,6,16,17,20,15,24,14,26,18,12,19,2,28,23,25,36,29,30,27,41,40,35,22,5,46,44,34,32,21,37,43,49,38,33,42,48,13,45,31,47,39,"
in18_095.dat,5891,5896.6,"1,0,4,9,7,2,3,12,14,13,15,10,19,22,23,16,24,20,27,8,28,26,30,11,6,25,32,21,34,31,37,33,40,45,43,29,41,36,18,5,47,39,46,38,17,35,44,48,49,42,"
in18_096.dat,6146,6147.4,"1,4,3,5,0,8,2,7,11,13,18,16,15,6,22,12,24,20,10,29,19,28,32,30,36,38,27,37,39,33,35,23,40,9,49,31,34,26,44,21,47,48,42,25,17,43,14,46,45,41,"
in18_097.dat,5999,6014.25,"0,2,1,3,6,7,10,4,9,16,18,17,24,22,8,21,27,29,20,5,33,23,28,38,32,14,19,40,31,46,43,44,41,48,11,36,42,12,37,25,26,45,35,13,30,47,15,39,34,49,"
in18_098.dat,6390,6391.6,"0,1,3,4,2,10,9,7,12,15,5,17,22,23,8,28,13,16,11,29,18,27,37,36,20,39,31,24,44,19,21,40,45,48,26,35,14,38,42,6,49,43,46,25,30,33,34,41,47,32,"
in18_099.dat,6699,6699,"1,2,0,3,4,7,11,12,16,15,9,17,23,6,24,22,19,13,10,29,33,28,27,5,34,36,42,31,46,47,14,26,40,38,25,44,45,41,32,49,8,21,18,35,20,37,30,43,48,39,"
in18_100.dat,6258,6264.55,"0,1,3,5,4,6,8,7,9,14,13,11,19,21,25,24,18,2,29,31,32,12,34,30,33,41,22,37,38,39,17,42,10,44,46,48,47,20,26,43,40,27,45,49,35,16,28,15,36,23,"
in18_101.dat,5486,5497.6,"0,1,4,8,10,6,7,13,12,17,9,14,22,25,18,19,23,33,21,34,2,27,37,45,39,31,20,46,30,42,28,43,24,11,36,29,15,40,16,35,41,47,5,26,3,32,44,49,48,38,"
in18_102.dat,5618,5618.2,"0,2,1,6,8,4,11,16,7,10,15,26,23,27,13,34,3,38,45,47,42,14,46,25,33,5,18,49,44,28,20,36,31,22,48,17,24,21,40,29,43,41,37,19,12,32,9,35,30,39,"
in18_103.dat,5288,5291.1,"0,7,6,11,4,10,16,18,22,15,8,5,25,23,27,20,30,33,35,31,39,43,3,1,46,41,36,34,28,45,2,13,12,49,38,26,29,17,19,47,21,14,24,37,32,9,44,48,40,42,"
in18_104.dat,5844,5850.65,"2,0,3,6,4,7,11,5,16,15,1,17,9,20,21,24,19,22,33,38,44,48,46,36,28,32,39,12,23,26,47,13,41,14,29,45,30,25,31,8,35,43,10,37,40,34,18,27,49,42,"
in18_105.dat,5745,5753.4,"0,1,2,4,7,9,6,3,13,10,19,12,23,11,8,5,28,29,20,41,17,15,34,36,47,46,31,42,35,30,38,33,18,25,39,14,32,16,43,37,45,49,24,40,44,21,26,27,22,48,"
in18_106.dat,6119,6119,"0,1,6,3,4,5,10,2,11,7,17,20,18,31,12,36,23,27,19,33,22,45,44,46,25,42,34,28,26,9,29,37,14,40,16,48,39,49,21,8,15,47,43,32,30,38,35,41,24,13,"
in18_107.dat,5694,5694,"0,1,6,9,7,16,18,2,12,20,15,10,28,4,23,17,40,34,42,36,26,21,29,39,48,45,44,11,25,14,49,19,22,27,5,37,3,41,31,43,32,13,46,47,33,30,8,35,38,24,"
in18_108.dat,5942,5943.75,"1,2,8,7,5,18,16,12,25,11,27,13,4,26,33,6,39,23,34,40,35,29,9,14,32,0,48,3,46,22,42,24,31,15,38,10,45,36,41,19,28,49,47,30,43,20,37,21,17,44,"
in18_109.dat,5779,5780.5,"0,1,5,6,7,2,4,9,10,14,8,3,22,15,29,26,21,33,23,34,12,45,44,11,49,16,13,48,47,37,18,17,42,31,38,43,20,19,35,41,25,39,30,36,46,28,40,32,24,27,"
in18_110.dat,6038,6048.5,"1,0,4,2,11,6,21,10,19,22,3,26,15,29,30,18,25,31,7,8,35,5,9,43,17,36,34,44,32,20,28,12,49,14,24,47,33,39,45,40,13,38,42,23,37,16,27,46,41,48,"
in18_111.dat,5474,5475.65,"2,0,3,5,4,8,1,10,17,20,15,16,23,7,31,24,28,22,18,43,30,25,46,33,42,14,47,13,6,45,48,34,19,29,41,40,49,32,11,21,12,39,27,35,36,44,38,26,9,37,"
in18_112.dat,5065,5067.65,"0,3,1,4,8,5,14,15,2,7,17,19,10,22,9,11,12,24,25,30,31,32,13,23,28,20,35,39,45,36,16,37,21,41,18,34,6,48,38,27,33,26,49,44,40,43,42,47,29,46,"
in18_113.dat,5745,5745,"0,2,5,9,14,16,13,11,4,10,28,24,29,19,32,18,33,22,45,1,43,7,49,41,15,36,35,3,21,6,31,46,40,37,25,44,38,20,23,17,26,12,42,47,30,39,27,48,8,34,"
in18_114.dat,5221,5224.9,"0,1,6,9,2,7,12,15,8,4,10,19,3,23,18,32,24,5,26,11,29,42,38,46,25,41,20,16,40,31,47,43,48,45,14,49,44,33,37,30,21,39,36,17,34,27,28,22,35,13,"
in18_115.dat,5821,5823,"0,2,7,3,4,11,13,10,21,18,5,1,26,6,16,30,24,33,34,46,17,42,37,35,47,41,8,27,38,9,39,23,31,19,49,20,45,14,44,28,15,25,22,48,36,32,40,12,43,29,"
in18_116.dat,6187,6189,"0,2,3,4,14,15,11,16,19,24,20,8,25,31,6,27,34,9,42,22,47,38,41,40,7,33,30,17,35,44,10,5,29,23,48,18,21,49,39,26,37,45,12,43,36,28,13,46,1,32,"
in18_117.dat,5434,5434.2,"0,8,5,6,7,9,3,20,2,18,24,12,22,29,25,21,31,19,32,15,26,14,11,40,28,23,46,41,4,27,34,44,38,45,49,30,17,13,43,37,1,42,33,39,36,10,48,35,16,47,"
in18_118.dat,5983,5983.2,"2,3,4,1,7,8,12,6,5,14,25,9,21,30,28,33,0,32,31,27,24,17,46,34,16,19,26,10,18,48,36,42,47,44,35,22,13,15,11,49,43,38,29,41,45,39,40,20,37,23,"
in18_119.dat,6315,6326.2,"0,4,7,5,11,15,14,2,9,16,8,26,18,32,10,30,40,33,48,19,21,20,47,37,39,1,29,44,34,22,38,17,13,36,3,41,25,28,23,46,43,27,31,45,24,49,12,42,6,35,"
in18_120.dat,5460,5460.9,"2,6,1,11,5,0,10,15,12,23,9,17,8,21,27,20,34,35,4,16,3,14,36,30,25,49,31,39,24,28,19,45,18,47,33,32,37,43,42,46,22,40,29,48,38,41,13,44,7,26,"
